;time;open;high;low;close;tick_volume;spread;real_volume
52;2016-09-15 04:00:00;102.432;102.467;102.044;102.044;28007;0;0
53;2016-09-15 05:00:00;102.044;102.205;101.943;102.128;26183;0;0
54;2016-09-15 06:00:00;102.128;102.246;102.102;102.232;20091;0;0
55;2016-09-15 07:00:00;102.232;102.424;102.204;102.361;25599;0;0
56;2016-09-15 08:00:00;102.361;102.44;102.255;102.31;22784;0;0
57;2016-09-15 09:00:00;102.309;102.365;102.168;102.326;27741;0;0
58;2016-09-15 10:00:00;102.326;102.551;102.309;102.45;34184;0;0
59;2016-09-15 11:00:00;102.448;102.474;102.371;102.392;30937;0;0
60;2016-09-15 12:00:00;102.392;102.437;102.315;102.34;29544;0;0
61;2016-09-15 13:00:00;102.34;102.448;102.335;102.441;24498;0;0
62;2016-09-15 14:00:00;102.439;102.439;102.205;102.294;29160;0;0
63;2016-09-15 15:00:00;102.294;102.487;101.911;102.423;36688;0;0
64;2016-09-15 16:00:00;102.423;102.724;102.407;102.625;39517;0;0
65;2016-09-15 17:00:00;102.625;102.758;102.351;102.404;37505;0;0
66;2016-09-15 18:00:00;102.404;102.46;102.216;102.259;33167;0;0
67;2016-09-15 19:00:00;102.262;102.347;102.183;102.254;27984;0;0
68;2016-09-15 20:00:00;102.254;102.284;102.001;102.068;25262;0;0
69;2016-09-15 21:00:00;102.068;102.184;102.001;102.169;24537;0;0
70;2016-09-15 22:00:00;102.169;102.239;102.12;102.148;23831;0;0
71;2016-09-15 23:00:00;102.148;102.162;102.076;102.079;11934;0;0
72;2016-09-16 00:00:00;102.078;102.103;102.033;102.041;4275;0;0
73;2016-09-16 01:00:00;102.041;102.113;101.738;101.86;17495;0;0
74;2016-09-16 02:00:00;101.86;102.023;101.84;101.987;14751;0;0
75;2016-09-16 03:00:00;101.987;102.038;101.774;101.989;27208;0;0
76;2016-09-16 04:00:00;101.989;102.102;101.897;102.068;23478;0;0
77;2016-09-16 05:00:00;102.067;102.131;101.998;102.055;19871;0;0
78;2016-09-16 06:00:00;102.055;102.096;101.911;101.987;18743;0;0
79;2016-09-16 07:00:00;101.987;102.058;101.987;102.052;19038;0;0
80;2016-09-16 08:00:00;102.052;102.09;101.994;102.071;19296;0;0
81;2016-09-16 09:00:00;102.07;102.096;101.906;101.918;24191;0;0
82;2016-09-16 10:00:00;101.915;101.985;101.876;101.91;31515;0;0
83;2016-09-16 11:00:00;101.91;102.051;101.888;102.008;29181;0;0
84;2016-09-16 12:00:00;102.008;102.051;101.939;101.95;27372;0;0
85;2016-09-16 13:00:00;101.95;102.026;101.783;101.793;29117;0;0
86;2016-09-16 14:00:00;101.793;101.898;101.772;101.872;26686;0;0
87;2016-09-16 15:00:00;101.871;102.196;101.806;102.165;35070;0;0
88;2016-09-16 16:00:00;102.163;102.215;101.984;102.087;36853;0;0
89;2016-09-16 17:00:00;102.087;102.29;102.021;102.257;37617;0;0
90;2016-09-16 18:00:00;102.259;102.415;102.201;102.377;32668;0;0
91;2016-09-16 19:00:00;102.377;102.428;102.287;102.311;26713;0;0
92;2016-09-16 20:00:00;102.311;102.395;102.276;102.391;26387;0;0
93;2016-09-16 21:00:00;102.391;102.461;102.374;102.442;23499;0;0
94;2016-09-16 22:00:00;102.442;102.444;102.275;102.313;23100;0;0
95;2016-09-16 23:00:00;102.315;102.386;102.249;102.261;11751;0;0
96;2016-09-19 00:00:00;102.183;102.308;102.142;102.227;7679;8;0
97;2016-09-19 01:00:00;102.227;102.273;102.19;102.244;22085;1;0
98;2016-09-19 02:00:00;102.244;102.418;102.238;102.318;17549;0;0
99;2016-09-19 03:00:00;102.318;102.373;102.176;102.24;25134;0;0
100;2016-09-19 04:00:00;102.24;102.251;102.092;102.114;24944;0;0
101;2016-09-19 05:00:00;102.114;102.152;102.018;102.065;23014;0;0
102;2016-09-19 06:00:00;102.065;102.087;102.002;102.044;18935;0;0
103;2016-09-19 07:00:00;102.044;102.059;101.995;102.043;19096;0;0
104;2016-09-19 08:00:00;102.043;102.122;102.011;102.028;22180;0;0
105;2016-09-19 09:00:00;102.028;102.143;102.016;102.139;25050;0;0
106;2016-09-19 10:00:00;102.139;102.156;102.026;102.057;29223;0;0
107;2016-09-19 11:00:00;102.057;102.079;101.699;101.845;32224;0;0
108;2016-09-19 12:00:00;101.845;101.927;101.828;101.845;25665;0;0
109;2016-09-19 13:00:00;101.845;101.872;101.762;101.825;24340;0;0
110;2016-09-19 14:00:00;101.825;101.887;101.815;101.833;23283;0;0
111;2016-09-19 15:00:00;101.834;101.838;101.685;101.773;29296;0;0
112;2016-09-19 16:00:00;101.773;101.825;101.58;101.646;32225;0;0
113;2016-09-19 17:00:00;101.646;101.795;101.605;101.771;34771;0;0
114;2016-09-19 18:00:00;101.771;101.86;101.75;101.823;31172;0;0
115;2016-09-19 19:00:00;101.823;101.824;101.723;101.735;25993;0;0
116;2016-09-19 20:00:00;101.735;101.761;101.651;101.749;25545;0;0
117;2016-09-19 21:00:00;101.749;101.82;101.737;101.809;22287;0;0
118;2016-09-19 22:00:00;101.809;101.848;101.778;101.838;24730;0;0
119;2016-09-19 23:00:00;101.838;101.924;101.793;101.918;14692;0;0
120;2016-09-20 00:00:00;101.914;101.924;101.794;101.85;9669;0;0
121;2016-09-20 01:00:00;101.843;101.888;101.81;101.839;17060;0;0
122;2016-09-20 02:00:00;101.837;101.902;101.789;101.901;14369;0;0
123;2016-09-20 03:00:00;101.901;101.957;101.79;101.87;27200;0;0
124;2016-09-20 04:00:00;101.87;102.014;101.867;101.986;26354;0;0
125;2016-09-20 05:00:00;101.986;102.062;101.856;101.923;23909;0;0
126;2016-09-20 06:00:00;101.922;101.937;101.86;101.927;20048;0;0
127;2016-09-20 07:00:00;101.927;101.939;101.755;101.774;21751;0;0
128;2016-09-20 08:00:00;101.774;101.868;101.767;101.839;25512;0;0
129;2016-09-20 09:00:00;101.839;101.856;101.536;101.545;27915;0;0
130;2016-09-20 10:00:00;101.545;101.742;101.542;101.688;34062;0;0
131;2016-09-20 11:00:00;101.689;101.766;101.625;101.745;30226;0;0
132;2016-09-20 12:00:00;101.745;101.789;101.698;101.755;26543;0;0
133;2016-09-20 13:00:00;101.755;101.925;101.748;101.905;29224;0;0
134;2016-09-20 14:00:00;101.906;101.973;101.883;101.899;26857;0;0
135;2016-09-20 15:00:00;101.899;101.915;101.77;101.851;29512;0;0
136;2016-09-20 16:00:00;101.851;101.863;101.636;101.71;33322;0;0
137;2016-09-20 17:00:00;101.71;101.727;101.615;101.697;33057;0;0
138;2016-09-20 18:00:00;101.697;101.776;101.662;101.663;29686;0;0
139;2016-09-20 19:00:00;101.663;101.774;101.663;101.669;29021;0;0
140;2016-09-20 20:00:00;101.669;101.809;101.659;101.79;25380;0;0
141;2016-09-20 21:00:00;101.79;101.873;101.752;101.849;22989;0;0
142;2016-09-20 22:00:00;101.849;101.849;101.74;101.744;21611;0;0
143;2016-09-20 23:00:00;101.744;101.75;101.701;101.704;15313;0;0
144;2016-09-21 00:00:00;101.702;101.783;101.671;101.725;4776;0;0
145;2016-09-21 01:00:00;101.725;101.749;101.689;101.723;9044;0;0
146;2016-09-21 02:00:00;101.723;101.733;101.496;101.61;15415;0;0
147;2016-09-21 03:00:00;101.61;101.791;101.587;101.735;24206;0;0
148;2016-09-21 04:00:00;101.735;101.774;101.633;101.683;20824;0;0
149;2016-09-21 05:00:00;101.683;101.683;101.193;101.518;23166;0;0
150;2016-09-21 06:00:00;101.518;102.004;101.42;101.924;28820;0;0
151;2016-09-21 07:00:00;101.924;102.671;101.0;102.609;39363;0;0
152;2016-09-21 08:00:00;102.606;102.785;102.462;102.557;35049;0;0
153;2016-09-21 09:00:00;102.557;102.662;102.168;102.238;35773;0;0
154;2016-09-21 10:00:00;102.238;102.338;101.614;101.813;38281;0;0
155;2016-09-21 11:00:00;101.815;101.898;101.695;101.825;26293;0;0
156;2016-09-21 12:00:00;101.825;101.842;101.481;101.541;24205;0;0
157;2016-09-21 13:00:00;101.541;101.555;101.315;101.449;25212;0;0
158;2016-09-21 14:00:00;101.449;101.477;100.92;100.93;24809;0;0
159;2016-09-21 15:00:00;100.93;100.949;100.605;100.708;31154;0;0
160;2016-09-21 16:00:00;100.709;100.825;100.576;100.764;29119;0;0
161;2016-09-21 17:00:00;100.764;100.898;100.645;100.645;27807;0;0
162;2016-09-21 18:00:00;100.645;100.722;100.552;100.633;27181;0;0
163;2016-09-21 19:00:00;100.633;100.729;100.538;100.719;22541;0;0
164;2016-09-21 20:00:00;100.719;100.874;100.664;100.755;24187;0;0
165;2016-09-21 21:00:00;100.759;100.991;100.357;100.503;36803;0;0
166;2016-09-21 22:00:00;100.503;100.629;100.349;100.485;27536;0;0
167;2016-09-21 23:00:00;100.484;100.546;100.297;100.303;14542;0;0
168;2016-09-22 00:00:00;100.309;100.456;100.29;100.427;4269;0;0
169;2016-09-22 01:00:00;100.428;100.453;100.295;100.343;12460;0;0
170;2016-09-22 02:00:00;100.343;100.403;100.244;100.392;16124;0;0
171;2016-09-22 03:00:00;100.393;100.404;100.099;100.148;22791;0;0
172;2016-09-22 04:00:00;100.148;100.399;100.122;100.398;19968;0;0
173;2016-09-22 05:00:00;100.398;100.474;100.349;100.416;19402;0;0
174;2016-09-22 06:00:00;100.415;100.426;100.366;100.392;14717;0;0
175;2016-09-22 07:00:00;100.392;100.403;100.263;100.264;14886;0;0
176;2016-09-22 08:00:00;100.264;100.406;100.194;100.385;16703;0;0
177;2016-09-22 09:00:00;100.385;100.467;100.22;100.432;24469;0;0
178;2016-09-22 10:00:00;100.432;100.718;100.355;100.653;27364;0;0
179;2016-09-22 11:00:00;100.653;100.848;100.559;100.802;25778;0;0
180;2016-09-22 12:00:00;100.802;100.867;100.623;100.72;24843;0;0
181;2016-09-22 13:00:00;100.72;100.838;100.692;100.745;22601;0;0
182;2016-09-22 14:00:00;100.745;100.807;100.661;100.753;21452;0;0
183;2016-09-22 15:00:00;100.753;100.844;100.553;100.561;27348;0;0
184;2016-09-22 16:00:00;100.56;100.878;100.532;100.849;27869;0;0
185;2016-09-22 17:00:00;100.849;100.882;100.709;100.816;28666;0;0
186;2016-09-22 18:00:00;100.816;100.91;100.764;100.81;25566;0;0
187;2016-09-22 19:00:00;100.808;100.833;100.711;100.806;21711;0;0
188;2016-09-22 20:00:00;100.805;100.814;100.714;100.791;22293;0;0
189;2016-09-22 21:00:00;100.791;100.93;100.789;100.894;24533;0;0
190;2016-09-22 22:00:00;100.894;100.897;100.774;100.796;16949;0;0
191;2016-09-22 23:00:00;100.795;100.797;100.743;100.743;11660;0;0
192;2016-09-23 00:00:00;100.744;100.819;100.735;100.784;3541;0;0
193;2016-09-23 01:00:00;100.784;100.871;100.764;100.825;11292;0;0
194;2016-09-23 02:00:00;100.825;100.851;100.774;100.834;16608;0;0
195;2016-09-23 03:00:00;100.834;101.178;100.693;101.02;27294;0;0
196;2016-09-23 04:00:00;101.02;101.245;100.96;101.233;24392;0;0
197;2016-09-23 05:00:00;101.233;101.233;101.077;101.112;22543;0;0
198;2016-09-23 06:00:00;101.111;101.222;101.104;101.164;21963;0;0
199;2016-09-23 07:00:00;101.164;101.199;101.056;101.103;20527;0;0
200;2016-09-23 08:00:00;101.105;101.115;100.88;100.998;23204;0;0
201;2016-09-23 09:00:00;100.997;101.006;100.768;100.881;25047;0;0
202;2016-09-23 10:00:00;100.881;101.109;100.839;100.993;28257;0;0
203;2016-09-23 11:00:00;100.993;101.002;100.85;100.964;25236;0;0
204;2016-09-23 12:00:00;100.964;100.966;100.81;100.923;23317;0;0
205;2016-09-23 13:00:00;100.923;100.928;100.673;100.679;24517;0;0
206;2016-09-23 14:00:00;100.679;100.857;100.678;100.832;22331;0;0
207;2016-09-23 15:00:00;100.832;100.843;100.704;100.818;24025;0;0
208;2016-09-23 16:00:00;100.818;101.09;100.815;100.971;28895;0;0
209;2016-09-23 17:00:00;100.971;101.121;100.925;100.96;28198;0;0
210;2016-09-23 18:00:00;100.959;101.054;100.925;101.043;25042;0;0
211;2016-09-23 19:00:00;101.043;101.064;100.958;100.985;21937;0;0
212;2016-09-23 20:00:00;100.986;101.035;100.967;101.013;21364;0;0
213;2016-09-23 21:00:00;101.013;101.111;100.998;101.081;19573;0;0
214;2016-09-23 22:00:00;101.082;101.164;101.02;101.052;20173;0;0
215;2016-09-23 23:00:00;101.052;101.073;100.98;101.015;6134;0;0
216;2016-09-26 00:00:00;101.022;101.063;100.93;101.006;5603;1;0
217;2016-09-26 01:00:00;101.006;101.032;100.979;100.981;7563;0;0
218;2016-09-26 02:00:00;100.987;101.022;100.849;100.916;12724;0;0
219;2016-09-26 03:00:00;100.918;100.92;100.707;100.79;22573;0;0
220;2016-09-26 04:00:00;100.789;100.859;100.716;100.851;21642;0;0
221;2016-09-26 05:00:00;100.853;101.004;100.772;100.95;20644;0;0
222;2016-09-26 06:00:00;100.95;101.017;100.864;100.885;18104;0;0
223;2016-09-26 07:00:00;100.884;101.071;100.863;101.064;18852;0;0
224;2016-09-26 08:00:00;101.064;101.079;100.821;100.855;19973;0;0
225;2016-09-26 09:00:00;100.859;100.945;100.808;100.843;21296;0;0
226;2016-09-26 10:00:00;100.843;100.863;100.515;100.615;28803;0;0
227;2016-09-26 11:00:00;100.615;100.669;100.535;100.602;26877;0;0
228;2016-09-26 12:00:00;100.602;100.611;100.429;100.506;22819;0;0
229;2016-09-26 13:00:00;100.505;100.521;100.367;100.404;23249;0;0
230;2016-09-26 14:00:00;100.404;100.476;100.349;100.419;23042;0;0
231;2016-09-26 15:00:00;100.419;100.527;100.407;100.519;22592;0;0
232;2016-09-26 16:00:00;100.519;100.556;100.317;100.396;25665;0;0
233;2016-09-26 17:00:00;100.396;100.526;100.336;100.404;27096;0;0
234;2016-09-26 18:00:00;100.404;100.444;100.287;100.345;25433;0;0
235;2016-09-26 19:00:00;100.345;100.393;100.283;100.339;21112;0;0
236;2016-09-26 20:00:00;100.339;100.347;100.248;100.311;18447;0;0
237;2016-09-26 21:00:00;100.311;100.4;100.286;100.347;17376;0;0
238;2016-09-26 22:00:00;100.347;100.355;100.252;100.269;16024;0;0
239;2016-09-26 23:00:00;100.27;100.332;100.248;100.317;7318;0;0
240;2016-09-27 00:00:00;100.316;100.349;100.283;100.304;4855;1;0
241;2016-09-27 01:00:00;100.298;100.359;100.275;100.323;11390;0;0
242;2016-09-27 02:00:00;100.323;100.397;100.316;100.374;13952;0;0
243;2016-09-27 03:00:00;100.378;100.469;100.083;100.332;26009;0;0
244;2016-09-27 04:00:00;100.333;100.859;100.23;100.748;28625;0;0
245;2016-09-27 05:00:00;100.748;100.869;100.618;100.635;25675;0;0
246;2016-09-27 06:00:00;100.635;100.887;100.633;100.778;23715;0;0
247;2016-09-27 07:00:00;100.778;100.842;100.702;100.737;20327;0;0
248;2016-09-27 08:00:00;100.737;100.847;100.695;100.839;20624;0;0
249;2016-09-27 09:00:00;100.839;100.988;100.739;100.808;23517;0;0
250;2016-09-27 10:00:00;100.808;100.82;100.482;100.533;28072;0;0
251;2016-09-27 11:00:00;100.533;100.642;100.448;100.548;25999;0;0
252;2016-09-27 12:00:00;100.548;100.562;100.317;100.441;25999;0;0
253;2016-09-27 13:00:00;100.441;100.473;100.354;100.392;21872;0;0
254;2016-09-27 14:00:00;100.392;100.412;100.264;100.294;24070;0;0
255;2016-09-27 15:00:00;100.294;100.404;100.234;100.278;26913;0;0
256;2016-09-27 16:00:00;100.277;100.462;100.19;100.441;30232;0;0
257;2016-09-27 17:00:00;100.449;100.508;100.297;100.326;29028;0;0
258;2016-09-27 18:00:00;100.326;100.501;100.318;100.349;26712;0;0
259;2016-09-27 19:00:00;100.349;100.428;100.332;100.369;22851;0;0
260;2016-09-27 20:00:00;100.369;100.411;100.266;100.295;19793;0;0
261;2016-09-27 21:00:00;100.295;100.323;100.233;100.278;19425;0;0
262;2016-09-27 22:00:00;100.278;100.372;100.264;100.347;15621;0;0
263;2016-09-27 23:00:00;100.346;100.431;100.332;100.422;9255;0;0
264;2016-09-28 00:00:00;100.423;100.457;100.378;100.403;4983;0;0
265;2016-09-28 01:00:00;100.403;100.427;100.356;100.369;8225;0;0
266;2016-09-28 02:00:00;100.369;100.507;100.26;100.489;15473;0;0
267;2016-09-28 03:00:00;100.489;100.61;100.411;100.55;25153;0;0
268;2016-09-28 04:00:00;100.549;100.661;100.48;100.649;23755;0;0
269;2016-09-28 05:00:00;100.649;100.65;100.511;100.55;20176;0;0
270;2016-09-28 06:00:00;100.55;100.636;100.522;100.564;17017;0;0
271;2016-09-28 07:00:00;100.564;100.704;100.563;100.656;18143;0;0
272;2016-09-28 08:00:00;100.656;100.673;100.566;100.6;18832;0;0
273;2016-09-28 09:00:00;100.601;100.648;100.524;100.561;22791;0;0
274;2016-09-28 10:00:00;100.561;100.789;100.553;100.75;26831;0;0
275;2016-09-28 11:00:00;100.751;100.818;100.715;100.768;26582;0;0
276;2016-09-28 12:00:00;100.768;100.777;100.641;100.671;23393;0;0
277;2016-09-28 13:00:00;100.671;100.761;100.642;100.719;21058;0;0
278;2016-09-28 14:00:00;100.719;100.739;100.583;100.583;21354;4;0
279;2016-09-28 15:00:00;100.583;100.662;100.541;100.588;23987;4;0
280;2016-09-28 16:00:00;100.589;100.687;100.494;100.579;26552;4;0
281;2016-09-28 17:00:00;100.579;100.734;100.445;100.665;29800;4;0
282;2016-09-28 18:00:00;100.666;100.734;100.51;100.571;27927;4;0
283;2016-09-28 19:00:00;100.571;100.613;100.535;100.579;22318;4;0
284;2016-09-28 20:00:00;100.579;100.646;100.557;100.594;22165;5;0
285;2016-09-28 21:00:00;100.594;100.804;100.572;100.745;27958;4;0
286;2016-09-28 22:00:00;100.746;100.789;100.621;100.653;19595;4;0
287;2016-09-28 23:00:00;100.652;100.736;100.651;100.675;12250;4;0
288;2016-09-29 00:00:00;100.674;100.756;100.643;100.72;11094;4;0
289;2016-09-29 01:00:00;100.72;100.805;100.695;100.795;15592;5;0
290;2016-09-29 02:00:00;100.795;101.014;100.758;100.939;20465;4;0
291;2016-09-29 03:00:00;100.941;101.17;100.906;101.13;23950;4;0
292;2016-09-29 04:00:00;101.13;101.411;101.074;101.384;26150;4;0
293;2016-09-29 05:00:00;101.391;101.393;101.29;101.348;19130;4;0
294;2016-09-29 06:00:00;101.348;101.384;101.291;101.36;18624;4;0
295;2016-09-29 07:00:00;101.36;101.491;101.332;101.417;20025;4;0
296;2016-09-29 08:00:00;101.417;101.634;101.394;101.617;22230;4;0
297;2016-09-29 09:00:00;101.617;101.749;101.477;101.562;27158;4;0
298;2016-09-29 10:00:00;101.562;101.603;101.439;101.519;25217;4;0
299;2016-09-29 11:00:00;101.52;101.537;101.419;101.468;25055;4;0
300;2016-09-29 12:00:00;101.468;101.541;101.349;101.397;23867;4;0
301;2016-09-29 13:00:00;101.396;101.475;101.359;101.441;22935;4;0
302;2016-09-29 14:00:00;101.441;101.497;101.425;101.47;22307;4;0
303;2016-09-29 15:00:00;101.47;101.785;101.417;101.731;25455;4;0
304;2016-09-29 16:00:00;101.731;101.836;101.55;101.605;27361;4;0
305;2016-09-29 17:00:00;101.605;101.675;101.469;101.624;28875;4;0
306;2016-09-29 18:00:00;101.624;101.652;101.452;101.478;26869;4;0
307;2016-09-29 19:00:00;101.478;101.512;101.089;101.144;27023;4;0
308;2016-09-29 20:00:00;101.143;101.143;100.836;100.91;31573;4;0
309;2016-09-29 21:00:00;100.91;101.173;100.902;101.063;29327;4;0
310;2016-09-29 22:00:00;101.063;101.117;100.986;101.045;26423;4;0
311;2016-09-29 23:00:00;101.045;101.103;101.014;101.014;10632;5;0
312;2016-09-30 00:00:00;101.014;101.147;101.002;101.09;5469;5;0
313;2016-09-30 01:00:00;101.09;101.19;101.077;101.186;12880;5;0
314;2016-09-30 02:00:00;101.186;101.246;101.129;101.195;14760;4;0
315;2016-09-30 03:00:00;101.195;101.231;100.993;101.091;25887;4;0
316;2016-09-30 04:00:00;101.09;101.199;100.972;101.09;22944;4;0
317;2016-09-30 05:00:00;101.09;101.176;100.914;101.153;25206;4;0
318;2016-09-30 06:00:00;101.153;101.779;101.144;101.382;24982;4;0
319;2016-09-30 07:00:00;101.382;101.472;101.151;101.178;19542;4;0
320;2016-09-30 08:00:00;101.178;101.26;101.084;101.084;20843;4;0
321;2016-09-30 09:00:00;101.085;101.098;100.752;100.866;29368;4;0
322;2016-09-30 10:00:00;100.866;100.94;100.744;100.895;30864;4;0
323;2016-09-30 11:00:00;100.895;101.1;100.846;101.021;26454;4;0
324;2016-09-30 12:00:00;101.02;101.202;100.96;101.143;25841;4;0
325;2016-09-30 13:00:00;101.143;101.159;101.042;101.139;22897;4;0
326;2016-09-30 14:00:00;101.142;101.31;101.137;101.286;22631;4;0
327;2016-09-30 15:00:00;101.283;101.365;101.116;101.147;25229;4;0
328;2016-09-30 16:00:00;101.147;101.367;101.119;101.217;29357;4;0
329;2016-09-30 17:00:00;101.216;101.406;101.206;101.261;32400;4;0
330;2016-09-30 18:00:00;101.261;101.369;101.149;101.219;30582;4;0
331;2016-09-30 19:00:00;101.22;101.442;101.196;101.424;24297;4;0
332;2016-09-30 20:00:00;101.425;101.449;101.357;101.438;20200;4;0
333;2016-09-30 21:00:00;101.438;101.446;101.357;101.407;21837;4;0
334;2016-09-30 22:00:00;101.407;101.408;101.338;101.402;20989;4;0
335;2016-09-30 23:00:00;101.403;101.425;101.273;101.321;9016;4;0
336;2016-10-03 00:00:00;101.215;101.392;101.199;101.312;2310;5;0
337;2016-10-03 01:00:00;101.319;101.476;101.311;101.452;12885;4;0
338;2016-10-03 02:00:00;101.452;101.586;101.358;101.532;16618;4;0
339;2016-10-03 03:00:00;101.532;101.608;101.298;101.308;22275;4;0
340;2016-10-03 04:00:00;101.308;101.668;101.206;101.392;23910;4;0
341;2016-10-03 05:00:00;101.392;101.5;101.356;101.417;18713;4;0
342;2016-10-03 06:00:00;101.417;101.487;101.386;101.425;17442;5;0
343;2016-10-03 07:00:00;101.425;101.435;101.344;101.345;16444;5;0
344;2016-10-03 08:00:00;101.346;101.508;101.332;101.475;17516;4;0
345;2016-10-03 09:00:00;101.475;101.489;101.274;101.325;22173;4;0
346;2016-10-03 10:00:00;101.325;101.392;101.243;101.387;22723;4;0
347;2016-10-03 11:00:00;101.388;101.452;101.322;101.405;22546;4;0
348;2016-10-03 12:00:00;101.405;101.438;101.366;101.385;20050;5;0
349;2016-10-03 13:00:00;101.385;101.393;101.299;101.337;20172;5;0
350;2016-10-03 14:00:00;101.337;101.413;101.318;101.378;18335;5;0
351;2016-10-03 15:00:00;101.378;101.397;101.304;101.355;19317;4;0
352;2016-10-03 16:00:00;101.355;101.456;101.303;101.399;24484;5;0
353;2016-10-03 17:00:00;101.399;101.652;101.394;101.616;30300;4;0
354;2016-10-03 18:00:00;101.615;101.634;101.489;101.544;25252;4;0
355;2016-10-03 19:00:00;101.544;101.567;101.512;101.527;21482;4;0
356;2016-10-03 20:00:00;101.527;101.583;101.523;101.562;16727;5;0
357;2016-10-03 21:00:00;101.561;101.587;101.527;101.581;18234;5;0
358;2016-10-03 22:00:00;101.584;101.605;101.532;101.587;15681;4;0
359;2016-10-03 23:00:00;101.587;101.649;101.581;101.64;9964;5;0
360;2016-10-04 00:00:00;101.642;101.655;101.564;101.624;4395;5;0
361;2016-10-04 01:00:00;101.624;101.683;101.604;101.669;9764;4;0
362;2016-10-04 02:00:00;101.669;101.854;101.654;101.834;16839;4;0
363;2016-10-04 03:00:00;101.834;102.081;101.818;102.015;24329;4;0
364;2016-10-04 04:00:00;102.015;102.209;101.933;102.145;23239;4;0
365;2016-10-04 05:00:00;102.145;102.389;102.134;102.245;23168;4;0
366;2016-10-04 06:00:00;102.245;102.264;102.097;102.11;21619;4;0
